full_name,race,gender,age,job_title,state,city,zip_code,Salary,,,,,,
Nita Lucken,White,Female,23,Senior Developer,New York,Jamaica,11470,"$164,509.00 ",,,,,,
Stanley Mayne,White,Male,23,Senior Cost Accountant,New York,New York City,10120,"$30,082.29 ",,,,,,
Dorisa Starrs,White,Female,39,Help Desk Operator,New York,New Hyde Park,11044,"$297,437.11 ",,,,,,
Jecho Pedracci,White,Male,31,Scientist,New York,Buffalo,14205,"$245,506.17 ",,,,,,
Mayor Lowcock,Asian,Male,50,Health Coach,New York,Bronx,10469,"$214,427.93 ",,,,,,
Gertrude Rodger,Hispanic,Female,33,Nurse Practicioner,New York,Bronx,10469,"$30,499.89 ",,,,,,
Klarrisa Blewitt,Hispanic,Female,53,Office Assistant,New York,New York City,10014,"$173,657.41 ",,,,,,
Charles Ivanikhin,Black,Male,46,Staff Scientist,New York,New York City,10270,"$130,973.50 ",,,,,,
Angeline Kighly,White,Female,51,Nurse,New York,Bronx,10459,"$148,544.65 ",,,,,,
Donovan Deyenhardt,White,Male,66,Database Administrator,New York,Flushing,11388,"$143,146.99 ",,,,,,
Verene Aberdeen,Hispanic,Female,45,Statistician,New York,Brooklyn,11220,"$48,403.63 ",,,,,,
Fleurette Haken,Hispanic,Female,64,Buget Analyst,New York,White Plains,10606,"$152,850.54 ",,,,,,
Cyndy Cheshire,Black,Female,45,Biostatistician,New York,White Plains,10633,"$293,287.50 ",,,,,,
Lanie Pevreal,Asian,Female,32,Nanny,New York,Albany,12237,"$290,161.35 ",,,,,,
Keith Ollerhad,White,Male,29,Software Developer,New York,Buffalo,14215,"$233,606.39 ",,,,,,
Orelie Sainteau,White,Female,60,Administrative Officer,New York,Jamaica,11499,"$177,703.92 ",,,,,,
Lindsey Gallahue,White,Female,55,Editor,New York,Buffalo,14233,"$182,009.44 ",,,,,,
Meredith Kalb,White,Female,36,Nanny,New York,White Plains,10633,"$45,837.17 ",,,,,,
Dani McGurgan,White,Female,69,Assistant Manager,New York,Albany,12227,"$208,725.94 ",,,,,,
Orlan Johnes,White,Male,40,Software Developer,New York,Jamaica,11431,"$115,891.35 ",,,,,,
Christy Smythe,White,Male,48,Researcher,New York,Great Neck,11024,"$229,286.27 ",,,,,,
Ben Brunn,White,Male,63,Research Nurse,New York,Jamaica,11447,"$153,510.14 ",,,,,,
Gordy Grimoldby,Hispanic,Male,21,Software Developer,New York,Mount Vernon,10557,"$253,600.80 ",,,,,,
Hillary Cromwell,White,Female,58,Nanny,New York,Flushing,11355,"$28,579.84 ",,,,,,
Mariellen Dallin,White,Female,62,Software Developer,New York,Albany,12247,"$80,317.94 ",,,,,,
Nicolle O' Loughran,Black,Female,29,Software Developer,New York,Brooklyn,11205,"$125,448.00 ",,,,,,
Robenia Loxton,White,Female,51,Registered Nurse,New York,Rochester,14604,"$249,493.13 ",,,,,,
Cynthia Bygreaves,White,Female,57,Web Designer,New York,New York City,10009,"$281,196.17 ",,,,,,
Fred Danskine,Hispanic,Female,25,Account Executive,New York,White Plains,10633,"$212,008.38 ",,,,,,
Bondy Hampson,White,Male,19,Speech Pathologist,New York,Elmira,14905,"$143,556.14 ",,,,,,
Leanor Gosenell,White,Female,24,Software Developer,New York,Brooklyn,11231,"$231,267.87 ",,,,,,
Dinny Ambrosetti,Hispanic,Female,24,Recruiter,New York,Buffalo,14269,"$175,072.55 ",,,,,,
Berta Georgelin,Black,Female,25,Senior Financial Analyst,New York,Albany,12232,"$253,698.41 ",,,,,,
Purcell Ragsdale,White,Male,41,Junior Executive,New York,New York City,10009,"$34,956.22 ",,,,,,
Keefe Braywood,White,Male,24,Nanny,New York,Brooklyn,11247,"$86,975.87 ",,,,,,
Beauregard Middle,White,Male,66,General Manager,New York,Albany,12232,"$222,946.45 ",,,,,,
Stern Caile,White,Male,20,Sales Representative,New York,Bronx,10469,"$80,249.44 ",,,,,,
Bertine O'Sculley,Black,Female,65,Health Coach,New York,Flushing,11388,"$59,426.61 ",,,,,,
Rollins Lain,White,Male,59,VP Accounting,New York,Buffalo,14225,"$126,742.25 ",,,,,,
Laurence Sharphurst,Hispanic,Male,39,Systems Administrator,New York,Flushing,11355,"$226,100.47 ",,,,,,
Reynold Garley,Black,Male,65,Software Developer,New York,New York City,10019,"$181,602.50 ",,,,,,
Raynor Stickells,White,Male,39,General Manager,New York,Flushing,11355,"$293,262.92 ",,,,,,
Stephan Gaw,White,Male,52,Media Manager,New York,Jamaica,11499,"$183,361.24 ",,,,,,
Biddie Kalkofen,Hispanic,Female,51,Junior Executive,New York,Albany,12247,"$43,714.59 ",,,,,,
Trip Brickwood,White,Male,23,Nurse Practicioner,New York,Buffalo,14210,"$191,663.99 ",,,,,,
Colette St. Queintain,White,Female,67,Professor,New York,Buffalo,14233,"$84,548.48 ",,,,,,
Archibald Bamborough,Hispanic,Male,42,Geologist,New York,Elmira,14905,"$274,750.10 ",,,,,,
Leo Bromfield,Black,Male,26,Marketing Assistant,New York,Bronx,10459,"$222,232.26 ",,,,,,
Cosimo Cheshire,Hispanic,Male,43,Executive Assistant,New York,Albany,12205,"$175,089.21 ",,,,,,
Rodolphe Hawkswood,White,Male,21,Registered Nurse,New York,New York City,10120,"$181,587.22 ",,,,,,
Bidget Barkly,White,Female,24,Human Resources,New York,Rochester,14614,"$278,357.90 ",,,,,,
Caresse ffrench Beytagh,White,Female,37,Web Designer,New York,Bronx,10459,"$107,035.04 ",,,,,,
Stormi Doghartie,White,Female,47,VP Sales,New York,Syracuse,13224,"$244,283.31 ",,,,,,
Cathyleen McAlpine,Black,Female,49,Food Chemist,New York,Syracuse,13217,"$108,565.61 ",,,,,,
Preston Domico,Black,Male,36,Nanny,New York,Jamaica,11407,"$133,678.63 ",,,,,,
Correy Silly,White,Male,55,Dental Hygienist,New York,Brooklyn,11205,"$60,200.21 ",,,,,,
Lavina Alasdair,White,Female,49,Nanny,New York,New York City,10184,"$116,773.24 ",,,,,,
Tamera Gotobed,White,Female,18,Teacher,New York,Utica,13505,"$40,794.23 ",,,,,,
Kit Dubarry,Asian,Male,68,Graphic Designer,New York,New York City,10155,"$281,195.34 ",,,,,,
Rois McClosh,Hispanic,Female,58,Sales Associate,New York,New York City,10099,"$182,178.13 ",,,,,,
Keenan Canedo,Hispanic,Male,30,Sales Associate,New York,Elmira,14905,"$275,811.47 ",,,,,,
Suzanne Burree,Hispanic,Female,65,Registered Nurse,New York,New York City,10249,"$268,971.28 ",,,,,,
Stafani Degoix,Asian,Female,40,Desktop Support Technician,New York,Port Washington,11054,"$235,510.57 ",,,,,,
Abba Bunt,Hispanic,Male,27,Account Executive,New York,New York City,10175,"$251,032.76 ",,,,,,
Honey Terrey,Hispanic,Female,52,Database Administrator,New York,New York City,10275,"$224,701.44 ",,,,,,
Sholom Rennles,White,Male,22,Research Nurse,New York,New York City,10155,"$202,180.61 ",,,,,,
Ellen Dorber,Hispanic,Female,47,Assistant Media Planner,New York,Schenectady,12305,"$212,753.57 ",,,,,,
Liliane Lill,White,Female,35,Physical Therapy Assistant,New York,Rochester,14646,"$298,431.67 ",,,,,,
Tam Adey,White,Male,18,Web Designer,New York,Syracuse,13205,"$265,396.82 ",,,,,,
Neddy MacDermot,White,Male,31,Researcher,New York,Buffalo,14205,"$211,962.96 ",,,,,,
Orsola Pettegree,White,Female,41,Food Chemist,New York,New York City,10280,"$85,429.57 ",,,,,,
Skipp Levine,White,Male,26,Teacher,New York,Albany,12205,"$233,872.93 ",,,,,,
Ethelred Pybus,White,Male,37,Social Worker,New York,Staten Island,10310,"$116,446.56 ",,,,,,
Orren Warke,White,Male,54,Speech Pathologist,New York,Rochester,14646,"$155,218.81 ",,,,,,
Justis Domenc,White,Male,33,Graphic Designer,New York,Brooklyn,11215,"$252,576.82 ",,,,,,
Giovanna Lock,White,Female,31,Buget Analyst,New York,Buffalo,14215,"$248,108.70 ",,,,,,
Silvanus Blockey,White,Male,52,Account Coordinator,New York,New York City,10110,"$254,852.87 ",,,,,,
Roberto Hook,Black,Male,39,Professor,New York,White Plains,10606,"$117,085.23 ",,,,,,
Giana Suttaby,White,Female,69,Help Desk Operator,New York,Brooklyn,11231,"$217,485.07 ",,,,,,
Dion Pallasch,White,Male,53,Quality Control Specialist,New York,Elmira,14905,"$165,484.81 ",,,,,,
Fitz Fossett,Black,Male,65,Information Systems Manager,New York,Flushing,11355,"$89,206.38 ",,,,,,
Uri Langran,Hispanic,Male,55,Software Developer,New York,Buffalo,14210,"$215,747.74 ",,,,,,
Elga Shapter,White,Female,20,Graphic Designer,New York,Hicksville,11854,"$99,573.17 ",,,,,,
Cecelia Goodlett,Hispanic,Female,40,Director of Sales,New York,New York City,10029,"$114,167.84 ",,,,,,
Jonathan Swindall,White,Male,56,Teacher,New York,Buffalo,14263,"$50,538.09 ",,,,,,
Alain Lembke,White,Male,59,Nanny,New York,New York City,10115,"$38,657.93 ",,,,,,
Rosemary Badini,Black,Female,49,Nurse Practicioner,New York,New York City,10019,"$198,512.96 ",,,,,,
Jordan Stubbings,Hispanic,Male,21,Staff Scientist,New York,Brooklyn,11254,"$48,505.56 ",,,,,,
Matelda Tubble,White,Female,61,Food Chemist,New York,Jamaica,11499,"$223,992.56 ",,,,,,
Kingston Mellody,Asian,Male,51,Electrician,New York,Buffalo,14263,"$27,732.07 ",,,,,,
Chrisse Cavilla,Hispanic,Male,47,Physical Therapy Assistant,New York,Albany,12255,"$79,228.10 ",,,,,,
Bud Brunsdon,Hispanic,Male,66,Marketing Assistant,New York,Jamaica,11436,"$235,179.97 ",,,,,,
Lucine Hartigan,White,Female,28,Technical Writer,New York,Elmira,14905,"$253,902.07 ",,,,,,
Paulie O'Sheils,Black,Male,63,Research Associate,New York,Syracuse,13251,"$285,058.71 ",,,,,,
Kelley Pehrsson,White,Male,28,Electrician,New York,New York City,10125,"$250,169.25 ",,,,,,
Shirline Notti,White,Female,35,Desktop Support Technician,New York,Jamaica,11499,"$32,262.15 ",,,,,,
Elsworth Longhi,Hispanic,Male,22,Community Outreach Specialist,New York,Brooklyn,11220,"$227,827.43 ",,,,,,
Elaina Axcell,White,Female,48,Human Resources,New York,New York City,10009,"$257,130.45 ",,,,,,
Gleda Wortman,White,Female,31,Help Desk Technician,New York,Jamaica,11470,"$296,241.37 ",,,,,,
Hube Singh,Hispanic,Male,28,Legal Assistant,New York,Buffalo,14263,"$137,593.16 ",,,,,,
Rollie Vedishchev,White,Male,60,Electrician,New York,Buffalo,14233,"$83,398.85 ",,,,,,
Madge Jeffcoat,White,Female,27,Senior Developer,New York,Elmira,14905,"$277,772.84 ",,,,,,
Thebault Bison,Hispanic,Male,64,Registered Nurse,New York,New York City,10275,"$78,285.98 ",,,,,,
Montague Labdon,Hispanic,Male,24,Web Designer,New York,Schenectady,12305,"$263,063.04 ",,,,,,
Idalina Coldman,Hispanic,Female,58,Software Developer,New York,Rochester,14683,"$69,489.46 ",,,,,,
Trudie Sallinger,White,Female,46,Financial Advisor,New York,Albany,12205,"$228,730.75 ",,,,,,
Virgina Shirley,White,Female,62,Internal Auditor,New York,Buffalo,14210,"$132,216.88 ",,,,,,
Derrek Depke,Hispanic,Male,64,Senior Developer,New York,Albany,12210,"$214,201.22 ",,,,,,
Hiram Riddler,Black,Male,26,Electrician,New York,Mount Vernon,10557,"$183,241.04 ",,,,,,
Jeramey Scading,Black,Male,30,Electrician,New York,New York City,10019,"$296,451.71 ",,,,,,
Lucita Smail,Asian,Female,50,Researcher,New York,Jamaica,11470,"$146,291.75 ",,,,,,
Konstantin Blaw,Black,Male,66,Data Coordiator,New York,New York City,10260,"$154,227.20 ",,,,,,
Barbara-anne Penketh,Hispanic,Female,66,Business Systems Development Analyst,New York,New York City,10175,"$207,860.08 ",,,,,,
Filia Ivanchenkov,White,Female,53,Software Developer,New York,Staten Island,10305,"$44,491.56 ",,,,,,
Kandy Bransom,Hispanic,Female,23,Human Resources,New York,Bronx,10464,"$40,106.88 ",,,,,,
Kelsy Hampton,Hispanic,Female,56,Librarian,New York,New York City,10099,"$119,854.55 ",,,,,,
Dora Harburtson,White,Female,44,VP Sales,New York,Brooklyn,11225,"$253,092.99 ",,,,,,
Sophie Woehler,White,Female,51,Electrician,New York,New York City,10090,"$75,284.95 ",,,,,,
Perl Gateman,White,Female,28,Research Nurse,New York,Albany,12205,"$210,843.74 ",,,,,,
Tristan Leakner,White,Male,21,Executive Secretary,New York,Rochester,14604,"$34,635.32 ",,,,,,
Ileana Scholcroft,White,Female,40,Accountant,New York,Rochester,14619,"$285,047.58 ",,,,,,
Cilka Smewing,White,Female,30,Actuary,New York,Buffalo,14215,"$292,499.87 ",,,,,,
Alain Thynn,White,Male,56,Physical Therapy Assistant,New York,Albany,12247,"$123,971.21 ",,,,,,
Letisha MacGowing,White,Female,36,Electrician,New York,White Plains,10606,"$264,798.49 ",,,,,,
Salomone MacDermand,White,Male,59,Software Developer,New York,Jamaica,11436,"$150,471.86 ",,,,,,
Isidoro Aleksandrov,Hispanic,Male,37,Business Systems Development Analyst,New York,Bronx,10469,"$84,556.18 ",,,,,,
Reba Bomfield,White,Female,53,Actuary,New York,Buffalo,14276,"$65,775.18 ",,,,,,
Lucienne Shipton,White,Female,33,General Manager,New York,Buffalo,14210,"$224,541.19 ",,,,,,
Otto Presdee,White,Male,33,Assistant Media Planner,New York,New York City,10079,"$140,110.87 ",,,,,,
Tudor Hambleton,White,Male,61,Scientist,New York,Bronx,10454,"$205,155.05 ",,,,,,
Allissa Stanluck,White,Female,49,Biostatistician,New York,Jamaica,11431,"$27,767.08 ",,,,,,
Dasya Cahan,White,Female,62,Software Developer,New York,New York City,10175,"$97,827.86 ",,,,,,
Gus Maccrae,Black,Female,32,Plumber,New York,New York City,10004,"$260,204.48 ",,,,,,
Kelsi Emanuele,White,Female,28,Editor,New York,Albany,12237,"$79,788.07 ",,,,,,
Molly Hannum,White,Female,46,Help Desk Operator,New York,Jamaica,11499,"$245,246.33 ",,,,,,
George Gianneschi,Hispanic,Male,33,Plumber,New York,New York City,10160,"$65,507.67 ",,,,,,
Nikolia Swaile,Black,Female,62,Senior Cost Accountant,New York,New York City,10024,"$43,226.97 ",,,,,,
Virgilio Sidden,White,Male,19,Assistant Professor,New York,New York City,10019,"$291,607.62 ",,,,,,
Boy Islip,Asian,Male,18,Sales Associate,New York,New York City,10060,"$82,195.73 ",,,,,,
Jerrold Bushrod,White,Male,58,Clinical Specialist,New York,Buffalo,14233,"$92,484.05 ",,,,,,
Zerk Matusson,White,Male,21,Actuary,New York,Syracuse,13251,"$223,739.27 ",,,,,,
Salome Hamper,White,Female,42,Plumber,New York,Albany,12222,"$278,040.72 ",,,,,,
Nolly Stonhewer,White,Male,33,Assistant Manager,New York,Albany,12210,"$238,927.28 ",,,,,,
Wolfy Brimman,White,Male,62,Software Developer,New York,Albany,12262,"$283,905.57 ",,,,,,
Thorny MacFayden,Black,Male,19,Nurse Practicioner,New York,Bronx,10454,"$120,076.87 ",,,,,,
Thekla McKeaney,Asian,Female,54,Project Manager,New York,New York City,10150,"$208,304.81 ",,,,,,
Idalia Paxton,White,Female,47,Food Chemist,New York,New York City,10014,"$31,590.57 ",,,,,,
Jandy Sedgman,White,Female,34,VP Accounting,New York,New York City,10034,"$47,512.29 ",,,,,,
Lawry Crust,Hispanic,Male,53,Senior Financial Analyst,New York,New York City,10060,"$163,901.46 ",,,,,,
Dallis Rabl,White,Male,49,Research Nurse,New York,New York City,10079,"$230,681.10 ",,,,,,
Nicolais Synder,Black,Male,28,Director of Sales,New York,New York City,10115,"$247,451.00 ",,,,,,
Hermione Hawkswood,White,Female,57,Actuary,New York,New York City,10029,"$99,928.91 ",,,,,,
Sharon Dashkov,Asian,Female,18,Dental Hygienist,New York,Hicksville,11854,"$158,410.59 ",,,,,,
Livia Mapother,White,Female,28,Senior Cost Accountant,New York,New York City,10029,"$48,243.90 ",,,,,,
Holly-anne Langhor,White,Female,23,VP Accounting,New York,New York City,10131,"$276,542.16 ",,,,,,
Baxter Gabala,Black,Male,48,Marketing Manager,New York,Staten Island,10305,"$250,457.82 ",,,,,,
Margalo McPhater,White,Female,49,Administrative Officer,New York,Jamaica,11407,"$160,621.84 ",,,,,,
Lulu Lermit,White,Female,66,Office Assistant,New York,Albany,12242,"$83,235.06 ",,,,,,
Forester Everex,White,Male,59,Software Developer,New York,Staten Island,10305,"$117,178.69 ",,,,,,
Rosco Standage,White,Male,30,Project Manager,New York,Brooklyn,11220,"$117,003.81 ",,,,,,
Khalil Marryatt,Asian,Male,54,Plumber,New York,Brooklyn,11205,"$175,051.47 ",,,,,,
Griz Spillett,Other,Male,23,Staff Scientist,New York,Brooklyn,11220,"$48,152.71 ",,,,,,
Felipa Stranger,Hispanic,Female,51,Legal Assistant,New York,New York City,10170,"$125,643.38 ",,,,,,
Kinnie Rushmere,Asian,Male,58,Associate Professor,New York,New York City,10120,"$201,671.49 ",,,,,,
Dennis Whyffen,White,Male,58,Sales Representative,New York,Jamaica,11470,"$125,575.60 ",,,,,,
Sauncho Kuhl,Hispanic,Male,30,Statistician,New York,Rochester,14646,"$54,261.53 ",,,,,,
Melvyn Straughan,White,Male,49,Senior Editor,New York,Yonkers,10705,"$140,568.76 ",,,,,,
Mira Boundley,Asian,Female,47,Community Outreach Specialist,New York,New York City,10014,"$194,399.94 ",,,,,,
Harvey Dunton,Black,Male,26,Sales Representative,New York,New York City,10009,"$185,427.49 ",,,,,,
Chery Hartford,Hispanic,Female,19,Staff Scientist,New York,Jamaica,11431,"$256,119.84 ",,,,,,
Kelcie Jostan,White,Female,58,Marketing Assistant,New York,Brooklyn,11247,"$31,787.68 ",,,,,,
Gaspar Tumulty,Hispanic,Male,22,Senior Cost Accountant,New York,New York City,10260,"$286,146.59 ",,,,,,
Adrian Gillhespy,Hispanic,Male,29,Executive Assistant,New York,Albany,12247,"$224,047.14 ",,,,,,
Dorena Holdey,Hispanic,Female,51,Executive Assistant,New York,Brooklyn,11215,"$202,366.82 ",,,,,,
Gilles Boughton,White,Male,18,Software Developer,New York,Buffalo,14225,"$142,381.32 ",,,,,,
Consalve De Wolfe,Asian,Male,40,Professor,New York,New York City,10120,"$135,963.85 ",,,,,,
Ernesto Bisiker,White,Male,20,Marketing Manager,New York,Flushing,11355,"$109,036.44 ",,,,,,
Mallory Arcase,Black,Male,71,Plumber,New York,Rochester,14646,"$138,270.78 ",,,,,,
Shelden Mac Giany,White,Male,31,Assistant Professor,New York,Brooklyn,11241,"$169,201.41 ",,,,,,
Alfonso Ikin,Black,Male,24,Pharmacist,New York,Mount Vernon,10557,"$187,112.30 ",,,,,,
Casper Alexsandrovich,White,Male,30,Plumber,New York,Jamaica,11480,"$231,207.91 ",,,,,,
Alexei Peace,White,Male,62,Sales Associate,New York,New York City,10009,"$46,727.43 ",,,,,,
Morry Harome,Black,Male,26,Software Developer,New York,New York City,10170,"$195,082.77 ",,,,,,
Nero Lonergan,White,Male,51,Marketing Assistant,New York,New York City,10039,"$33,293.64 ",,,,,,
Kristina McLevie,Black,Female,34,VP Marketing,New York,Jamaica,11447,"$165,480.43 ",,,,,,
Geneva Sprouls,Asian,Female,29,Assistant Media Planner,New York,New York City,10270,"$196,890.37 ",,,,,,
Malina Annets,White,Female,61,Plumber,New York,New York City,10165,"$283,751.50 ",,,,,,
Heindrick Drohane,White,Male,67,Plumber,New York,Brooklyn,11215,"$151,037.52 ",,,,,,
Trev O'Sirin,White,Male,53,Executive Assistant,New York,Albany,12247,"$70,767.14 ",,,,,,
Barbee Heiss,Hispanic,Female,34,Help Desk Operator,New York,Brooklyn,11225,"$68,852.76 ",,,,,,
Corey Dore,White,Male,55,Plumber,New York,Great Neck,11024,"$215,158.24 ",,,,,,
Thom Pottell,Hispanic,Male,35,VP Sales,New York,New York City,10170,"$196,187.65 ",,,,,,
Joshua Stollwerck,Black,Male,23,Media Manager,New York,Syracuse,13224,"$43,370.24 ",,,,,,
Marten Sessuns,Hispanic,Male,46,Plumber,New York,New York City,10115,"$29,807.46 ",,,,,,
Odey Scane,Black,Male,39,Plumber,New York,New York City,10249,"$33,338.63 ",,,,,,
Gayleen Gutherson,White,Female,65,Senior Sales Associate,New York,Syracuse,13224,"$193,452.25 ",,,,,,
Byrom Carbine,Hispanic,Male,70,Junior Executive,New York,Rochester,14604,"$237,201.18 ",,,,,,
Isidoro Tomasini,White,Male,49,Environmental Tech,New York,Albany,12262,"$162,060.56 ",,,,,,
Udell Cobbledick,White,Male,26,Media Manager,New York,New York City,10275,"$256,243.79 ",,,,,,
Nathanil Janku,White,Male,53,Statistician,New York,Buffalo,14220,"$151,064.50 ",,,,,,
Linette O'Kerin,Hispanic,Female,37,Data Coordiator,New York,New York City,10150,"$30,641.84 ",,,,,,
Cathleen Strathdee,White,Female,47,Graphic Designer,New York,Rochester,14614,"$66,209.76 ",,,,,,
Paten Schubbert,White,Male,30,Social Worker,New York,New York City,10014,"$282,099.89 ",,,,,,
Jehanna Boshier,White,Female,18,VP Marketing,New York,Albany,12205,"$212,354.19 ",,,,,,
Grenville Dyet,White,Male,30,Sales Associate,New York,Jamaica,11470,"$242,285.27 ",,,,,,
Claybourne Broadfoot,American Indian & Alaska Native,Male,28,Marketing Manager,New York,White Plains,10633,"$221,237.43 ",,,,,,
Dasya MacGraith,Hispanic,Female,20,Assistant Media Planner,New York,New York City,10120,"$146,326.83 ",,,,,,
Claribel Pipkin,White,Female,59,Pharmacist,New York,Rochester,14609,"$236,944.73 ",,,,,,
